ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-6255749,Source1,4,2021-05-26T19:16:00.000+08:00,2021-05-26T21:16:00.000+08:00,35.22780060751329,-78.35315108261894,35.2248506075133,-78.34802108261894,0.354,Near Newton Grove / Mile Marker 343 Heading East. The Exit 343 ( US-701) off ramp is closed.,,Newton Grove,Sampson,NC,28366,US,US/Eastern,KCTZ,2021-05-26T19:15:00.000+08:00,89.0,89.0,53.0,29.86,10.0,S,7.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-7272122,Source1,2,2020-02-21T15:11:00.000+08:00,2020-02-21T17:03:12.000+08:00,34.43273,-119.905735,34.43273,-119.905735,0.0,At US-101/El Camino/Hollister Ave - Accident.,Cathedral Oaks Rd,Goleta,Santa Barbara,CA,93117,US,US/Pacific,KSBA,2020-02-21T14:53:00.000+08:00,68.0,68.0,39.0,29.91,10.0,E,10.0,0.0,Partly Cloudy,false,false,true,false,false,false,false,false,false,true,false,false,false,Day,Day,Day,Day
A-6479126,Source1,2,2021-01-18T19:37:14.000+08:00,2021-01-18T21:16:57.000+08:00,34.20727,-80.031894,34.206098,-80.026409,0.324,Incident on I-20 EB near MM 131 Drive with caution.,I-20 E,Lamar,Darlington,SC,29069,US,US/Eastern,KHVS,2021-01-18T19:35:00.000+08:00,36.0,36.0,70.0,29.74,10.0,WSW,3.0,0.0,Partly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-1830350,Source2,2,2019-11-19T06:38:08.000+08:00,2019-11-19T07:39:44.000+08:00,45.126389,-93.48485600000001,,,0.0,Right hand shoulder blocked due to accident on I-94 Eastbound at Maple Grove Pkwy.,I-94 E,Maple Grove,Hennepin,MN,55311,US,US/Central,KMIC,2019-11-19T06:53:00.000+08:00,36.0,36.0,93.0,28.78,0.5,CALM,0.0,0.0,Fog,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Day,Day
A-4337509,Source1,2,2022-08-31T14:37:18.000+08:00,2022-08-31T15:02:56.000+08:00,25.896823,-80.255408,25.896638,-80.260085,0.29100000000000004,Stationary traffic on FL-916 from NW 32nd Ave (NW 135th St/FL-916) to Le Jeune Expy/Douglas Rd (NW 135th St/FL-916) due to accident.,NW 135th St,Opa Locka,Miami-Dade,FL,33054-4705,US,US/Eastern,KOPF,2022-08-31T14:53:00.000+08:00,78.0,78.0,76.0,30.0,5.0,S,12.0,0.15,Thunder in the Vicinity,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6826810,Source1,2,2020-11-19T14:26:31.000+08:00,2020-11-20T00:19:30.000+08:00,43.892086,-121.376835,43.909856,-121.353565,1.6880000000000002,Incident on US-97 NB near MP 150 Drive with caution.,S Highway 97,La Pine,Deschutes,OR,97739,US,US/Pacific,KBDN,2020-11-19T14:35:00.000+08:00,45.0,38.0,46.0,26.72,10.0,SW,15.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3981334,Source1,2,2022-12-31T08:55:00.000+08:00,2022-12-31T10:13:01.000+08:00,38.640318,-121.481931,38.640239,-121.482581,0.036000000000000004,Incident on I-80 WB near NORTHGATE BLVD Drive with caution.,I-80,Sacramento,Sacramento,CA,95834,US,US/Pacific,KMCC,2022-12-31T08:55:00.000+08:00,57.0,57.0,94.0,29.64,6.0,CALM,0.0,0.06,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-7436613,Source1,2,2019-03-01T15:58:00.000+08:00,2019-03-01T16:58:00.000+08:00,40.708508,-111.90397,40.705071,-111.90385,0.238,At UT-171/33rd/Exit 303 - Accident.,I-15 S,Salt Lake City,Salt Lake,UT,84115,US,US/Mountain,KSLC,2019-03-01T15:54:00.000+08:00,48.9,,38.0,29.93,10.0,North,11.5,,Overcast,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3012099,Source2,2,2018-02-14T15:58:21.000+08:00,2018-02-14T16:28:02.000+08:00,36.031872,-95.85099,,,0.0,Accident on Garnett Rd at 91st St.,S Garnett Rd,Broken Arrow,Tulsa,OK,74012-6004,US,US/Central,KRVS,2018-02-14T15:53:00.000+08:00,68.0,,50.0,30.01,10.0,South,13.8,,Clear,false,false,true,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-6420232,Source1,2,2021-02-03T16:49:00.000+08:00,2021-02-03T18:50:38.000+08:00,34.017364,-118.222799,34.017309000000004,-118.221174,0.093,Incident on E WASHINGTON BLVD near HOUSE 2715 Drive with caution.,E Washington Blvd,Los Angeles,Los Angeles,CA,90023-2636,US,US/Pacific,KCQT,2021-02-03T16:52:00.000+08:00,60.0,60.0,69.0,29.81,10.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6474842,Source1,2,2021-02-17T02:19:02.000+08:00,2021-02-17T05:08:54.000+08:00,33.969938,-80.402935,33.971288,-80.401402,0.128,Incident on MASON RD near OLD FIELD RD Drive with caution.,Mason Rd,Sumter,Sumter,SC,29150-1865,US,US/Eastern,KSMS,2021-02-17T02:15:00.000+08:00,32.0,32.0,93.0,29.99,10.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-5895935,Source1,2,2021-05-07T13:09:47.000+08:00,2021-05-07T14:51:13.000+08:00,41.74194216708306,-87.83089756923754,41.754242167083056,-87.87219756923756,2.292,Incident on I-294 NB near LA GRANGE RD Right lane blocked. Expect delays.,Tri-State Tlwy,Justice,Cook,IL,60458,US,US/Central,KMDW,2021-05-07T12:53:00.000+08:00,59.0,59.0,33.0,29.3,10.0,NW,14.0,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-548285,Source2,1,2022-08-02T16:28:01.000+08:00,2022-08-02T16:57:50.000+08:00,34.723019,-82.783783,,,0.0,Crash on SC-93 Main St at Watkins St.,Watkins St,Central,Pickens,SC,29630,US,US/Eastern,KCEU,2022-08-02T16:54:00.000+08:00,92.0,92.0,45.0,29.06,10.0,VAR,7.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-5018229,Source1,2,2022-05-23T16:10:30.000+08:00,2022-05-23T18:12:36.000+08:00,28.339386,-81.38834,28.340567,-81.390284,0.14400000000000002,Slow traffic from Ridge St to Old Dixie Hwy due to accident.,Michigan Ave,Kissimmee,Osceola,FL,34744-1564,US,US/Eastern,KISM,2022-05-23T15:56:00.000+08:00,90.0,90.0,46.0,29.98,10.0,SSW,9.0,0.0,Partly Cloudy,false,false,true,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6646984,Source1,2,2020-12-01T00:37:27.000+08:00,2020-12-01T02:22:18.000+08:00,38.660455,-76.873851,38.658505,-76.874383,0.138,Incident on CRAIN HWY near CRAIN HWY Drive with caution.,Crain Hwy,Brandywine,Prince George's,MD,20613-8042,US,US/Eastern,KADW,2020-12-01T00:56:00.000+08:00,47.0,44.0,67.0,29.22,10.0,WNW,7.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-5879268,Source1,2,2021-08-07T15:21:32.000+08:00,2021-08-07T17:21:12.000+08:00,29.968834,-90.064213,29.967845,-90.063259,0.08900000000000001,Incident on COLUMBUS ST near HOUSE 1236 Expect delays.,Columbus St,New Orleans,Orleans,LA,70116-1904,US,US/Pacific,KAUD,2021-08-07T14:55:00.000+08:00,91.0,91.0,66.0,30.01,10.0,NNE,6.0,0.0,Partly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-5264595,Source1,2,2022-02-23T15:16:30.000+08:00,2022-02-23T17:56:30.000+08:00,37.595317,-122.058647,37.513357,-121.975031,7.282999999999999,Stationary traffic on CA-84 E - Nimitz Fwy S - I-880 S from Alvarado Niles Rd (I-880) to Auto Mall Pkwy (I-880) due to accident.,I-880 S,Union City,Alameda,CA,94587,US,US/Pacific,KHWD,2022-02-23T14:54:00.000+08:00,54.0,54.0,30.0,30.07,10.0,W,14.0,0.0,Fair,false,false,false,false,true,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3859178,Source1,2,2022-04-08T21:40:12.000+08:00,2022-04-08T22:58:14.000+08:00,36.98569893819338,-76.42743229829584,36.978888938193386,-76.42342229829585,0.52,Incident on I-664 SB near I-664 Drive with caution.,Hampton Roads Bltwy,Newport News,Newport News (City),VA,23607,US,US/Eastern,KLFI,2022-04-08T21:56:00.000+08:00,51.0,51.0,99.0,29.7,10.0,ESE,5.0,0.0,Fair,false,false,false,false,true,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-5483446,Source1,2,2021-08-02T03:16:30.000+08:00,2021-08-02T03:41:30.000+08:00,38.987028,-76.890027,38.991714,-76.885724,0.398,Stationary traffic on MD-295 N from Riverdale Rd (MD-295) to I-495/I-95 (MD-295) due to accident.,Baltimore Washington Pkwy N,Lanham,Prince George's,MD,20706,US,US/Eastern,KCGS,2021-08-02T03:15:00.000+08:00,62.0,62.0,93.0,29.86,5.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-4835766,Source1,2,2022-06-09T06:38:00.000+08:00,2022-06-09T07:55:13.000+08:00,33.858173,-117.442019,33.858121000000004,-117.438568,0.198,Incident on EL SOBRANTE RD near WILLOW DR Drive with caution.,Willow Dr,Riverside,Riverside,CA,92503,US,US/Pacific,KRAL,2022-06-09T06:53:00.000+08:00,62.0,62.0,90.0,28.97,4.0,WSW,3.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6709703,Source1,2,2020-12-24T13:31:00.000+08:00,2020-12-24T23:31:00.000+08:00,38.495997,-121.456838,38.496013,-121.451281,0.301,Stationary traffic from Franklin Blvd (Florin Rd) to CA-99 (Florin Rd) due to accident.,Florin Rd,Sacramento,Sacramento,CA,95823-2510,US,US/Pacific,KSAC,2020-12-24T13:53:00.000+08:00,53.0,53.0,57.0,30.24,8.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-5063797,Source1,2,2022-06-14T14:10:30.000+08:00,2022-06-14T15:37:00.000+08:00,32.755429,-97.268204,32.747935,-97.310523,2.513,Stationary traffic on I-30 W from Bridge St/Oakland Blvd/Exit 18 (I-30) to I-35W (I-30) due to accident.,I-30 W,Fort Worth,Tarrant,TX,76103,US,US/Central,KFWD,2022-06-14T13:53:00.000+08:00,94.0,94.0,37.0,29.14,9.0,S,29.0,0.0,Fair / Windy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3639019,Source1,2,2017-06-27T17:55:48.000+08:00,2017-06-27T23:55:48.000+08:00,33.87566,-118.16867,33.87592,-118.16535,0.191,Ramp to CA-91/Artesia Fwy - Accident.,Cherry Ave,Long Beach,Los Angeles,CA,90805-1715,US,US/Pacific,KLGB,2017-06-27T17:53:00.000+08:00,81.0,,34.0,29.82,10.0,WNW,11.5,,Clear,false,false,false,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-804675,Source2,3,2021-11-24T04:37:50.000+08:00,2021-11-24T06:41:53.000+08:00,32.400311,-85.971375,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-85 Southbound after Exit 22 AL-138.,I-85 S,Shorter,Macon,AL,36075,US,US/Central,KMXF,2021-11-24T04:56:00.000+08:00,35.0,35.0,88.0,30.1,10.0,NE,3.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-4183612,Source1,2,2022-12-19T22:21:26.000+08:00,2022-12-19T23:39:40.000+08:00,44.673374,-93.294165,44.655123,-93.294512,1.261,Incident on I-35 SB near 205TH ST Drive with caution.,I-35 S,Lakeville,Dakota,MN,55044,US,US/Central,KLVN,2022-12-19T01:55:00.000+08:00,-6.0,-6.0,84.0,29.32,10.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-5079120,Source1,2,2022-08-09T12:07:00.000+08:00,2022-08-09T12:33:30.000+08:00,36.986237,-121.965002,36.981624,-121.964659,0.319,Slow traffic on 41st Ave from Soquel Dr to CA-1/Cabrillo Hwy due to accident.,41st Ave,Soquel,Santa Cruz,CA,95073-2110,US,US/Pacific,KWVI,2022-08-09T11:53:00.000+08:00,75.0,75.0,53.0,29.84,10.0,WSW,10.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3582734,Source1,2,2017-03-22T18:30:12.000+08:00,2017-03-23T00:30:12.000+08:00,26.01017,-80.20354,26.01017,-80.20354,0.0,At 58th Ave - Accident.,Hollywood Blvd,Hollywood,Broward,FL,33021,US,US/Eastern,KFLL,2017-03-22T18:53:00.000+08:00,77.0,,50.0,30.04,10.0,SE,9.2,,Clear,false,false,true,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-4462187,Source1,2,2022-12-06T17:39:36.000+08:00,2022-12-06T19:06:37.000+08:00,38.928273,-76.899918,38.936559,-76.888137,0.8540000000000001,Incident on NEW YORK AVE near NEW YORK AVE Drive with caution.,John Hanson Hwy E,Hyattsville,Prince George's,MD,20785,US,US/Eastern,KCGS,2022-12-06T17:35:00.000+08:00,48.0,46.0,95.0,30.17,4.0,S,5.0,0.01,Light Rain,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Day,Day
A-4860564,Source1,2,2022-01-16T20:42:23.000+08:00,2022-01-17T19:45:00.000+08:00,40.050357,-80.66539499999998,40.056501,-80.6792,0.845,Incident on I-70 WB near MM 9 Drive with caution.,National Rd,Wheeling,Ohio,WV,26003,US,US/Eastern,KHLG,2022-01-16T20:38:00.000+08:00,25.0,16.0,92.0,28.31,2.0,N,9.0,0.02,Light Snow,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-4496084,Source1,2,2022-06-02T12:23:30.000+08:00,2022-06-02T14:24:53.000+08:00,25.926068,-80.15206500000002,25.926202,-80.153676,0.101,Slow traffic on FL-826 from FL-A1A/Collins Ave (FL-826) to US-1/FL-5/Biscayne Blvd (FL-826) due to accident.,NE 163rd St,North Miami Beach,Miami-Dade,FL,33160-3902,US,US/Eastern,KHWO,2022-06-02T12:53:00.000+08:00,85.0,85.0,61.0,29.91,10.0,ESE,12.0,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-5698802,Source1,2,2021-06-12T23:58:00.000+08:00,2021-06-13T02:13:57.000+08:00,33.910026,-118.295528,33.911881,-118.295517,0.128,Accident from W 135th St to W 133rd St.,S Catalina Ave,Gardena,Los Angeles,CA,90247-1922,US,US/Pacific,KHHR,2021-06-12T23:53:00.000+08:00,63.0,63.0,81.0,29.8,10.0,WSW,6.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-3512308,Source1,2,2017-01-26T07:28:28.000+08:00,2017-01-26T13:28:28.000+08:00,33.5276,-112.11241,33.52066,-112.1124,0.48,At Bethany Home Rd/Exit 204 - Accident.,Black Canyon Fwy S,Phoenix,Maricopa,AZ,85015,US,US/Mountain,KPHX,2017-01-26T07:51:00.000+08:00,37.9,,83.0,30.3,10.0,Calm,,,Clear,false,false,false,false,true,false,false,false,false,true,false,false,false,Day,Day,Day,Day
A-4122791,Source1,2,2022-12-17T17:32:00.000+08:00,2022-12-17T19:39:01.000+08:00,38.882997,-123.673997,38.8805,-123.67066,0.249,Accident on CA-1 from Mountain View Rd (Shoreline Hwy/CA-1) to Fish Rock Rd (Shoreline Hwy/CA-1).,S Highway 1,Point Arena,Mendocino,CA,95468,US,US/Pacific,KUKI,2022-12-17T17:56:00.000+08:00,44.0,44.0,71.0,29.36,10.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Day,Day
A-569525,Source3,2,2022-07-11T18:02:40.000+08:00,2022-07-11T19:02:38.000+08:00,39.563461,-104.96093,,,0.0,Left lane blocked due to crash on CO-470 Westbound at Exit 21 CO-177 University Blvd.,CO-470,Littleton,Douglas,CO,80126,US,US/Mountain,KAPA,2022-07-11T17:53:00.000+08:00,77.0,77.0,40.0,24.36,10.0,E,5.0,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2149576,Source2,3,2019-04-05T16:02:57.000+08:00,2019-04-05T17:03:31.000+08:00,40.623871,-73.935463,,,0.0,Accident on Kings Hwy Northbound at 40th St.,Kings Hwy,Brooklyn,Kings,NY,11234,US,US/Eastern,KJRB,2019-04-05T15:51:00.000+08:00,39.0,39.0,76.0,30.25,8.0,VAR,3.0,0.02,Light Rain,false,false,false,false,false,false,false,false,true,false,false,true,false,Day,Day,Day,Day
A-4350502,Source1,2,2022-10-03T10:28:00.000+08:00,2022-10-03T11:43:43.000+08:00,27.430461,-82.57695799999998,27.430494,-82.580779,0.234,Incident on MARILYN AVE near ROSLYN AVE Expect delays.,Roslyn Ave,Bradenton,Manatee,FL,34207-5247,US,US/Eastern,KSRQ,2022-10-03T10:53:00.000+08:00,77.0,77.0,69.0,29.95,10.0,VAR,3.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6484183,Source1,2,2021-01-26T19:06:07.000+08:00,2021-01-26T23:34:43.000+08:00,42.985006,-78.468657,42.964646,-78.551877,4.436,Crash on I-90 - NYS Thruway eastbound at After Exit 48A (I-90) - Pembroke (Rte 77) starting 11:06 AM 01/26/2021 [CARS CAD-210260174],I-90 W,Akron,Erie,NY,14001,US,US/Eastern,KBUF,2021-01-26T19:10:00.000+08:00,29.0,21.0,92.0,28.96,3.0,WNW,8.0,0.01,Light Snow,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-4706702,Source1,2,2022-08-03T15:39:24.000+08:00,2022-08-03T17:17:55.000+08:00,25.704729,-80.430939,25.704052,-80.431267,0.051,Incident on SW 66TH TER near HOUSE 14743 Drive with caution.,SW 147th Ct,Miami,Miami-Dade,FL,33193,US,US/Eastern,KTMB,2022-08-03T15:53:00.000+08:00,92.0,92.0,54.0,30.0,10.0,ESE,14.0,0.0,Partly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1760766,Source2,2,2019-10-17T07:38:09.000+08:00,2019-10-17T08:53:27.000+08:00,44.943027,-93.347931,,,0.7699999809265137,Accident on MN-100 Southbound from CR-5 Lake St to CR-25.,Beltline Hwy N,Minneapolis,Hennepin,MN,55416,US,US/Central,KMSP,2019-10-17T07:53:00.000+08:00,38.0,33.0,86.0,29.13,10.0,ESE,7.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-576423,Source2,2,2022-07-03T20:13:33.000+08:00,2022-07-03T20:42:25.000+08:00,32.940067,-96.745667,,,0.0,Two lanes blocked and shoulder blocked due to crash on US-75 Northbound at Spring Valley Rd.,US-75 S,Richardson,Dallas,TX,75080,US,US/Central,KADS,2022-07-03T19:47:00.000+08:00,93.0,93.0,41.0,29.25,13.0,NNE,10.0,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-98963,Source2,2,2016-03-31T15:51:56.000+08:00,2016-03-31T16:21:56.000+08:00,34.001961,-117.834427,,,0.0,Accident on CA-60 CA-57 Southbound at Exit 16 CA-60 CA-57.,Pomona Fwy E,Diamond Bar,Los Angeles,CA,91765,US,US/Pacific,KPOC,2016-03-31T15:47:00.000+08:00,69.8,,28.0,30.02,10.0,WSW,16.1,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1850649,Source2,3,2019-11-29T15:12:27.000+08:00,2019-11-29T15:50:00.000+08:00,34.067265,-81.14218100000002,,,0.0,Lefty lane blocked due to accident on SC-67 Piney Grove Rd Eastbound at I-26 Exit 104.,Piney Grove Rd,Columbia,Lexington,SC,29210,US,US/Eastern,KCAE,2019-11-29T14:56:00.000+08:00,60.0,60.0,35.0,29.91,10.0,SSE,6.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-5086704,Source1,2,2022-12-31T21:20:00.000+08:00,2022-12-31T22:37:13.000+08:00,34.185395,-118.177771,34.183772,-118.174918,0.198,Incident on I-210 EB near LINDA VISTA AVE Expect delays.,Foothill Fwy E,La Canada Flintridge,Los Angeles,CA,91011,US,US/Pacific,KMWS,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-4990242,Source1,2,2022-04-01T21:41:00.000+08:00,2022-04-02T00:00:32.000+08:00,33.351295,-117.237463,33.351631,-117.237158,0.029,Accident from CR-S13/S Mission Rd (S Stagecoach Ln) to CR-S15/Reche Rd (S Stagecoach Ln).,S Stage Coach Ln,Fallbrook,San Diego,CA,92028-4455,US,US/Pacific,KNFG,2022-04-01T21:52:00.000+08:00,55.0,55.0,80.0,29.87,10.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-5461489,Source1,2,2022-04-12T08:02:00.000+08:00,2022-04-12T08:22:00.000+08:00,34.76025938971157,-120.29914498271799,34.74434938971157,-120.273594982718,1.82,Slow traffic on US-101 S from Clark Ave (US-101) to CA-135/Main St (US-101) due to accident.,US-101,Santa Maria,Santa Barbara,CA,93454,US,US/Pacific,KSMX,2022-04-12T07:51:00.000+08:00,43.0,40.0,74.0,29.87,10.0,NW,5.0,0.0,Fair,false,false,false,false,true,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-492452,Source2,2,2017-07-19T07:03:54.000+08:00,2017-07-19T07:48:20.000+08:00,37.781834,-121.311996,,,0.0,Queueing traffic and right shoulder and one lane blocked due to multi-vehicle accident on CA-120 Westbound before I-5.,I-5 S,Lathrop,San Joaquin,CA,95330,US,US/Pacific,KSCK,2017-07-19T06:55:00.000+08:00,62.1,,67.0,29.96,10.0,NE,3.5,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4357284,Source1,2,2022-12-16T19:36:14.000+08:00,2022-12-16T21:44:17.000+08:00,29.993053000000003,-90.067022,29.992708,-90.06760200000002,0.042,Incident on GENTILLY BLVD near NEW ORLEANS ST Expect delays.,New Orleans St,New Orleans,Orleans,LA,70122,US,US/Central,KNEW,2022-12-16T19:53:00.000+08:00,54.0,54.0,66.0,30.03,10.0,SSE,6.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,true,false,Night,Night,Night,Night
A-3276701,Source2,3,2017-10-30T08:43:57.000+08:00,2017-10-30T09:28:41.000+08:00,34.07275,-118.053627,,,0.0,Express lane blocked due to accident on I-10 Westbound near Exit 27 San Bernardino Fwy.,Baldwin Ave,El Monte,Los Angeles,CA,91731-2220,US,US/Pacific,KEMT,2017-10-30T08:45:00.000+08:00,64.4,,73.0,29.92,10.0,Calm,,,Overcast,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6050384,Source1,2,2021-09-07T09:12:00.000+08:00,2021-09-07T12:25:18.000+08:00,28.423201,-81.404779,28.42136,-81.403765,0.141,Stationary traffic on US-92 W - US-441 S - US-17 S from Florida's Turnpike S to Satellite Blvd due to accident.,S Orange Blossom Trl,Orlando,Orange,FL,32837-8321,US,US/Eastern,KMCO,2021-09-07T08:53:00.000+08:00,82.0,82.0,79.0,29.88,10.0,CALM,0.0,0.0,Fair,false,false,true,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4269952,Source1,2,2022-11-23T11:04:00.000+08:00,2022-11-23T12:25:06.000+08:00,33.800171,-118.074398,33.800167,-118.073479,0.053,Incident on HEDWIG RD near WALLINGSFORD RD Drive with caution.,Hedwig Rd,Los Alamitos,Orange,CA,90720,US,US/Pacific,KSLI,2022-11-23T10:55:00.000+08:00,66.0,66.0,48.0,30.02,10.0,SW,3.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1721370,Source2,2,2019-12-17T07:51:53.000+08:00,2019-12-17T08:51:38.000+08:00,34.957531,-82.30119300000001,,,0.0,Accident on SC-290 Locust Hill Rd at Whispering Ct.,Locust Hill Rd,Taylors,Greenville,SC,29687-5835,US,US/Eastern,KGSP,2019-12-17T07:53:00.000+08:00,57.0,57.0,93.0,28.82,0.5,S,8.0,0.04,Light Rain,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-5808070,Source1,2,2021-05-25T22:24:32.000+08:00,2021-05-26T00:52:27.000+08:00,33.179228,-79.917698,33.180710999999995,-79.919129,0.132,Incident on SC-402 near UMBRIA RD Drive with caution.,Highway 402,Moncks Corner,Berkeley,SC,29461-4727,US,US/Eastern,KMKS,2021-05-25T22:15:00.000+08:00,73.0,73.0,65.0,30.12,10.0,SSW,6.0,0.0,Fair,false,false,false,false,false,false,false,false,false,true,false,false,false,Night,Night,Night,Night
A-5862887,Source1,2,2021-08-15T23:04:00.000+08:00,2021-08-16T00:22:16.000+08:00,34.135494,-117.584799,34.135624,-117.580877,0.224,Incident on I-210 EB near HAVEN AVE Drive with caution.,Hermosa Ave,Rancho Cucamonga,San Bernardino,CA,91737,US,US/Pacific,KONT,2021-08-15T22:53:00.000+08:00,78.0,78.0,46.0,28.85,10.0,W,5.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-1818066,Source2,2,2019-11-13T10:28:56.000+08:00,2019-11-13T11:29:04.000+08:00,35.623638,-97.549561,,,0.0,Accident on 150th St at Penn Ave.,N Pennsylvania Ave,Edmond,Oklahoma,OK,73013,US,US/Central,KPWA,2019-11-13T10:53:00.000+08:00,44.0,35.0,28.0,28.68,10.0,S,24.0,0.0,Fair / Windy,false,false,false,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-2753855,Source2,2,2018-06-11T13:27:21.000+08:00,2018-06-11T13:57:15.000+08:00,35.902115,-78.680748,,,0.0,Accident on NC-50 Creedmoor Rd at Strickland Rd.,Strickland Rd,Raleigh,Wake,NC,27615-1876,US,US/Eastern,KRDU,2018-06-11T13:51:00.000+08:00,82.9,,74.0,29.88,10.0,NNE,13.8,,Mostly Cloudy,false,false,true,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-304946,Source2,2,2016-07-20T17:26:36.000+08:00,2016-07-20T17:56:36.000+08:00,29.600215999999996,-95.286446,,,0.0,Accident on Sam Houston Pkwy Eastbound at TX-8.,S Sam Houston Tollway W,Houston,Harris,TX,77075,US,US/Central,KHOU,2016-07-20T17:53:00.000+08:00,93.0,,49.0,30.09,10.0,SE,10.4,,Scattered Clouds,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
